product_id,view,cart,purchase,category_code,log_view,log_cart,log_purchase
1003715,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1003718,7,0,0,electronics.smartphone,2.0794415416798357,0.0,0.0
1003726,67,1,0,electronics.smartphone,4.219507705176107,0.6931471805599453,0.0
1003734,13,0,0,electronics.smartphone,2.6390573296152584,0.0,0.0
1003735,9,0,0,electronics.smartphone,2.302585092994046,0.0,0.0
1003738,2,0,0,electronics.smartphone,1.0986122886681098,0.0,0.0
1003746,22,0,0,electronics.smartphone,3.1354942159291497,0.0,0.0
1003747,13,0,0,electronics.smartphone,2.6390573296152584,0.0,0.0
1003750,24,0,0,electronics.smartphone,3.2188758248682006,0.0,0.0
1003751,17,0,0,electronics.smartphone,2.8903717578961645,0.0,0.0
1003752,11,0,0,electronics.smartphone,2.4849066497880004,0.0,0.0
1003755,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1003756,19,0,0,electronics.smartphone,2.995732273553991,0.0,0.0
1003757,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1003761,3,0,0,electronics.smartphone,1.3862943611198906,0.0,0.0
1003768,286,0,2,electronics.smartphone,5.659482215759621,0.0,1.0986122886681098
1003769,148,0,0,electronics.smartphone,5.003946305945459,0.0,0.0
1003770,92,0,0,electronics.smartphone,4.532599493153256,0.0,0.0
1003771,25,0,1,electronics.smartphone,3.258096538021482,0.0,0.6931471805599453
1003772,49,0,0,electronics.smartphone,3.912023005428146,0.0,0.0
1003774,34,0,0,electronics.smartphone,3.5553480614894135,0.0,0.0
1003777,9,0,0,electronics.smartphone,2.302585092994046,0.0,0.0
1003778,7,0,0,electronics.smartphone,2.0794415416798357,0.0,0.0
1003793,3,0,0,electronics.smartphone,1.3862943611198906,0.0,0.0
1003794,2,0,0,electronics.smartphone,1.0986122886681098,0.0,0.0
1003798,44,0,0,electronics.smartphone,3.8066624897703196,0.0,0.0
1003800,126,0,2,electronics.smartphone,4.844187086458591,0.0,1.0986122886681098
1003801,28,0,2,electronics.smartphone,3.367295829986474,0.0,1.0986122886681098
1003802,25,0,0,electronics.smartphone,3.258096538021482,0.0,0.0
1003803,3,0,0,electronics.smartphone,1.3862943611198906,0.0,0.0
1003807,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1003811,90,0,0,electronics.smartphone,4.51085950651685,0.0,0.0
1003815,5,0,0,electronics.smartphone,1.791759469228055,0.0,0.0
1003843,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1003852,29,0,0,electronics.smartphone,3.4011973816621555,0.0,0.0
1003854,16,0,0,electronics.smartphone,2.833213344056216,0.0,0.0
1003855,101,0,2,electronics.smartphone,4.624972813284271,0.0,1.0986122886681098
1003856,56,0,0,electronics.smartphone,4.04305126783455,0.0,0.0
1003857,27,0,0,electronics.smartphone,3.332204510175204,0.0,0.0
1003859,15,0,0,electronics.smartphone,2.772588722239781,0.0,0.0
1003860,42,0,1,electronics.smartphone,3.7612001156935624,0.0,0.6931471805599453
1003861,2,0,0,electronics.smartphone,1.0986122886681098,0.0,0.0
1003862,11,0,0,electronics.smartphone,2.4849066497880004,0.0,0.0
1003864,58,0,0,electronics.smartphone,4.07753744390572,0.0,0.0
1003865,5,0,0,electronics.smartphone,1.791759469228055,0.0,0.0
1003866,17,0,0,electronics.smartphone,2.8903717578961645,0.0,0.0
1003869,16,0,0,electronics.smartphone,2.833213344056216,0.0,0.0
1003870,25,0,0,electronics.smartphone,3.258096538021482,0.0,0.0
1003877,28,0,1,electronics.smartphone,3.367295829986474,0.0,0.6931471805599453
1003878,19,0,0,electronics.smartphone,2.995732273553991,0.0,0.0
1003879,192,0,0,electronics.smartphone,5.262690188904886,0.0,0.0
1003883,34,0,0,electronics.smartphone,3.5553480614894135,0.0,0.0
1003890,12,0,0,electronics.smartphone,2.5649493574615367,0.0,0.0
1003892,12,0,0,electronics.smartphone,2.5649493574615367,0.0,0.0
1003894,108,0,0,electronics.smartphone,4.6913478822291435,0.0,0.0
1003896,34,0,0,electronics.smartphone,3.5553480614894135,0.0,0.0
1003898,32,0,0,electronics.smartphone,3.4965075614664802,0.0,0.0
1003899,5,0,0,electronics.smartphone,1.791759469228055,0.0,0.0
1003901,28,0,0,electronics.smartphone,3.367295829986474,0.0,0.0
1003906,65,0,1,electronics.smartphone,4.189654742026425,0.0,0.6931471805599453
1003907,26,0,0,electronics.smartphone,3.295836866004329,0.0,0.0
1003910,21,0,0,electronics.smartphone,3.091042453358316,0.0,0.0
1003911,39,0,0,electronics.smartphone,3.6888794541139363,0.0,0.0
1003912,11,0,0,electronics.smartphone,2.4849066497880004,0.0,0.0
1003913,3,0,0,electronics.smartphone,1.3862943611198906,0.0,0.0
1003919,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1003921,12,0,0,electronics.smartphone,2.5649493574615367,0.0,0.0
1003922,6,0,0,electronics.smartphone,1.9459101490553132,0.0,0.0
1003931,5,0,0,electronics.smartphone,1.791759469228055,0.0,0.0
1003934,61,0,0,electronics.smartphone,4.127134385045092,0.0,0.0
1003936,13,0,0,electronics.smartphone,2.6390573296152584,0.0,0.0
1003938,5,0,0,electronics.smartphone,1.791759469228055,0.0,0.0
1003942,79,1,0,electronics.smartphone,4.382026634673881,0.6931471805599453,0.0
1003943,31,0,0,electronics.smartphone,3.4657359027997265,0.0,0.0
1003947,7,0,0,electronics.smartphone,2.0794415416798357,0.0,0.0
1003948,7,0,0,electronics.smartphone,2.0794415416798357,0.0,0.0
1003949,30,0,0,electronics.smartphone,3.4339872044851463,0.0,0.0
1003951,15,0,0,electronics.smartphone,2.772588722239781,0.0,0.0
1003954,3,0,0,electronics.smartphone,1.3862943611198906,0.0,0.0
1003956,2,0,0,electronics.smartphone,1.0986122886681098,0.0,0.0
1003965,87,0,1,electronics.smartphone,4.477336814478207,0.0,0.6931471805599453
1003966,7,0,0,electronics.smartphone,2.0794415416798357,0.0,0.0
1003969,12,0,0,electronics.smartphone,2.5649493574615367,0.0,0.0
1003973,52,0,1,electronics.smartphone,3.970291913552122,0.0,0.6931471805599453
1003978,8,0,0,electronics.smartphone,2.1972245773362196,0.0,0.0
1003981,4,0,0,electronics.smartphone,1.6094379124341003,0.0,0.0
1003982,84,0,0,electronics.smartphone,4.442651256490317,0.0,0.0
1003983,16,0,0,electronics.smartphone,2.833213344056216,0.0,0.0
1003984,12,0,0,electronics.smartphone,2.5649493574615367,0.0,0.0
1003988,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1003989,3,0,0,electronics.smartphone,1.3862943611198906,0.0,0.0
1003991,63,0,0,electronics.smartphone,4.1588830833596715,0.0,0.0
1003992,24,0,0,electronics.smartphone,3.2188758248682006,0.0,0.0
1003993,3,0,0,electronics.smartphone,1.3862943611198906,0.0,0.0
1003997,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1004014,19,0,0,electronics.smartphone,2.995732273553991,0.0,0.0
1004015,22,0,0,electronics.smartphone,3.1354942159291497,0.0,0.0
1004016,27,0,0,electronics.smartphone,3.332204510175204,0.0,0.0
1004024,31,1,1,electronics.smartphone,3.4657359027997265,0.6931471805599453,0.6931471805599453
1004026,116,1,2,electronics.smartphone,4.762173934797756,0.6931471805599453,1.0986122886681098
1004033,17,0,0,electronics.smartphone,2.8903717578961645,0.0,0.0
1004034,16,0,0,electronics.smartphone,2.833213344056216,0.0,0.0
1004035,26,0,0,electronics.smartphone,3.295836866004329,0.0,0.0
1004038,181,6,1,electronics.smartphone,5.204006687076795,1.9459101490553132,0.6931471805599453
1004042,34,1,0,electronics.smartphone,3.5553480614894135,0.6931471805599453,0.0
1004059,53,1,2,electronics.smartphone,3.9889840465642745,0.6931471805599453,1.0986122886681098
1004060,36,1,0,electronics.smartphone,3.6109179126442243,0.6931471805599453,0.0
1004062,19,1,0,electronics.smartphone,2.995732273553991,0.6931471805599453,0.0
1004066,2,0,0,electronics.smartphone,1.0986122886681098,0.0,0.0
1004077,32,0,0,electronics.smartphone,3.4965075614664802,0.0,0.0
1004078,12,0,0,electronics.smartphone,2.5649493574615367,0.0,0.0
1004080,6,0,0,electronics.smartphone,1.9459101490553132,0.0,0.0
1004081,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1004082,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1004085,7,0,0,electronics.smartphone,2.0794415416798357,0.0,0.0
1004089,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1004090,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1004093,4,0,0,electronics.smartphone,1.6094379124341003,0.0,0.0
1004095,3,0,0,electronics.smartphone,1.3862943611198906,0.0,0.0
1004096,2,0,0,electronics.smartphone,1.0986122886681098,0.0,0.0
1004097,7,0,1,electronics.smartphone,2.0794415416798357,0.0,0.6931471805599453
1004098,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1004099,2,0,0,electronics.smartphone,1.0986122886681098,0.0,0.0
1004100,0,0,1,electronics.smartphone,0.0,0.0,0.6931471805599453
1004101,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1004104,9,0,0,electronics.smartphone,2.302585092994046,0.0,0.0
1004106,2,0,0,electronics.smartphone,1.0986122886681098,0.0,0.0
1004107,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1004111,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1004114,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1004115,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1004116,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1004121,9,0,0,electronics.smartphone,2.302585092994046,0.0,0.0
1004122,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1004128,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1004129,38,0,1,electronics.smartphone,3.6635616461296463,0.0,0.6931471805599453
1004133,314,9,14,electronics.smartphone,5.752572638825633,2.302585092994046,2.70805020110221
1004136,27,0,0,electronics.smartphone,3.332204510175204,0.0,0.0
1004138,12,0,0,electronics.smartphone,2.5649493574615367,0.0,0.0
1004139,75,1,0,electronics.smartphone,4.330733340286331,0.6931471805599453,0.0
1004140,78,0,0,electronics.smartphone,4.3694478524670215,0.0,0.0
1004142,36,0,0,electronics.smartphone,3.6109179126442243,0.0,0.0
1004143,31,0,1,electronics.smartphone,3.4657359027997265,0.0,0.6931471805599453
1004144,105,2,3,electronics.smartphone,4.663439094112067,1.0986122886681098,1.3862943611198906
1004145,13,1,0,electronics.smartphone,2.6390573296152584,0.6931471805599453,0.0
1004147,59,3,1,electronics.smartphone,4.0943445622221,1.3862943611198906,0.6931471805599453
1004149,30,0,0,electronics.smartphone,3.4339872044851463,0.0,0.0
1004152,23,0,0,electronics.smartphone,3.1780538303479458,0.0,0.0
1004154,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1004155,30,0,0,electronics.smartphone,3.4339872044851463,0.0,0.0
1004156,22,0,0,electronics.smartphone,3.1354942159291497,0.0,0.0
1004157,23,0,0,electronics.smartphone,3.1780538303479458,0.0,0.0
1004158,78,0,2,electronics.smartphone,4.3694478524670215,0.0,1.0986122886681098
1004159,88,0,0,electronics.smartphone,4.48863636973214,0.0,0.0
1004161,120,1,4,electronics.smartphone,4.795790545596741,0.6931471805599453,1.6094379124341003
1004162,5,0,0,electronics.smartphone,1.791759469228055,0.0,0.0
1004163,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1004166,128,5,2,electronics.smartphone,4.859812404361672,1.791759469228055,1.0986122886681098
1004167,6,0,0,electronics.smartphone,1.9459101490553132,0.0,0.0
1004168,3,0,0,electronics.smartphone,1.3862943611198906,0.0,0.0
1004171,2,0,0,electronics.smartphone,1.0986122886681098,0.0,0.0
1004173,32,0,1,electronics.smartphone,3.4965075614664802,0.0,0.6931471805599453
1004174,35,0,0,electronics.smartphone,3.58351893845611,0.0,0.0
1004175,22,1,0,electronics.smartphone,3.1354942159291497,0.6931471805599453,0.0
1004184,16,0,0,electronics.smartphone,2.833213344056216,0.0,0.0
1004185,12,0,0,electronics.smartphone,2.5649493574615367,0.0,0.0
1004188,23,0,0,electronics.smartphone,3.1780538303479458,0.0,0.0
1004189,9,0,0,electronics.smartphone,2.302585092994046,0.0,0.0
1004190,3,0,0,electronics.smartphone,1.3862943611198906,0.0,0.0
1004191,4,0,0,electronics.smartphone,1.6094379124341003,0.0,0.0
1004192,9,1,0,electronics.smartphone,2.302585092994046,0.6931471805599453,0.0
1004193,1,0,0,electronics.smartphone,0.6931471805599453,0.0,0.0
1004194,10,0,0,electronics.smartphone,2.3978952727983707,0.0,0.0
1004197,23,0,1,electronics.smartphone,3.1780538303479458,0.0,0.6931471805599453
1004198,3,0,0,electronics.smartphone,1.3862943611198906,0.0,0.0
1004199,155,0,0,electronics.smartphone,5.049856007249537,0.0,0.0
1004200,3,0,0,electronics.smartphone,1.3862943611198906,0.0,0.0
1004205,79,2,0,electronics.smartphone,4.382026634673881,1.0986122886681098,0.0
1004208,9,1,0,electronics.smartphone,2.302585092994046,0.6931471805599453,0.0
